trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,0,55.26127609994728,,55.20669339998858,5,55.26127609994728,55.26127609994728,0.03009449999080971,57.81443109997781,[-0.02],[-0.48],[1],[0],[0],[2.578411700029392],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
26,0,26,0,57.894092999980785,,57.82117919996381,10,57.894092999980785,57.894092999980785,0.03576990001602098,60.26379159995122,[-0.208],[-0.264],[1],[0],[0],[2.4073819000041112],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
27,0,27,0,60.32731339999009,,60.27022459998261,10,60.32731339999009,60.32731339999009,0.042856200016103685,62.113411899947096,[0.164],[-0.03],[1],[0],[0],[1.8009060000185855],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
28,0,28,0,62.21130169997923,,62.12035839998862,10,62.21130169997923,62.21130169997923,0.06140529998810962,63.84781339997426,[0.078],[-0.212],[1],[0],[0],[1.6666029999614693],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
29,0,29,0,63.910403799964115,,63.854448799975216,10,63.910403799964115,63.910403799964115,0.03439950000029057,66.24675769999158,[-0.426],[-0.004],[1],[0],[0],[2.3584132000105456],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
30,0,30,0,66.32765329995891,,66.25362789997598,10,66.32765329995891,66.32765329995891,0.058752299984917045,69.06459959998028,[0.314],[0.49],[1],[0],[0],[2.7527406999724917],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
31,0,31,0,69.12716329999967,,69.07089249999262,10,69.12716329999967,69.12716329999967,0.03633010003250092,71.29754979995778,[0.44],[0.364],[1],[0],[0],[2.190916199993808],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
32,0,32,0,71.36052359995665,,71.30440389999421,10,71.36052359995665,71.36052359995665,0.046570499951485544,73.64668239996536,[-0.346],[-0.05],[1],[0],[0],[2.2962570999516174],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
33,0,33,0,73.71102789998986,,73.65366949996678,5,73.71102789998986,73.71102789998986,0.03133440000237897,76.64859119994799,[-0.212],[-0.31],[1],[0],[0],[2.96442949998891],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
34,0,34,0,76.71148979995633,,76.65588029997889,5,76.71148979995633,76.71148979995633,0.03212260000873357,78.58107459999155,[-0.462],[0.308],[1],[0],[0],[1.8937548999674618],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
35,0,35,0,78.66046159999678,,78.58758079999825,10,78.66046159999678,78.66046159999678,0.051895299984607846,80.92990859999554,[-0.068],[-0.22],[1],[0],[0],[2.290910299983807],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
36,0,36,0,80.99413559999084,,80.93715349998092,10,80.99413559999084,80.99413559999084,0.04541520000202581,82.87998659996083,[0.268],[0.332],[1],[0],[0],[1.8979171999963],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
37,0,37,0,82.94463809998706,,82.88672229996882,5,82.94463809998706,82.94463809998706,0.03385760000674054,84.73056169995107,[-0.454],[0.24],[1],[0],[0],[1.810722199967131],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
38,0,38,0,84.81125739996787,,84.73832589999074,10,84.81125739996787,84.81125739996787,0.049988700018730015,87.17990499996813,[-0.13],[0.364],[1],[0],[0],[2.3921903999871574],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
39,0,39,0,87.24413339997409,,87.18714779999573,10,87.24413339997409,87.24413339997409,0.038639800040982664,89.06394249998266,[0.006],[0.192],[1],[0],[0],[1.83893149998039],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
40,0,40,0,89.12793839996448,,89.07048259995645,5,89.12793839996448,89.12793839996448,0.03446299995994195,91.04816099995514,[0.082],[0.364],[1],[0],[0],[1.9438950000330806],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
41,0,41,0,91.12703959998908,,91.0546967999544,10,91.12703959998908,91.12703959998908,0.05883749999338761,93.99709749995964,[0.324],[0.382],[1],[0],[0],[2.884324299986474],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
42,0,42,0,94.06096350000007,,94.0039214999997,5,94.06096350000007,94.06096350000007,0.030921900004614145,95.49953889998142,[0.38],[0.22],[1],[0],[0],[1.4652464000391774],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
43,0,43,0,95.5773218999966,,95.50602799997432,10,95.5773218999966,95.5773218999966,0.05123649997403845,96.99678809999023,[-0.378],[0.154],[1],[0],[0],[1.4400354999816045],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
44,0,44,0,97.0943619000027,,97.00348209997173,10,97.0943619000027,97.0943619000027,0.06007760000647977,98.96335159998853,[0.046],[0.276],[1],[0],[0],[1.900354099983815],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
45,0,45,0,99.07747369998833,,98.97068279999075,10,99.07747369998833,99.07747369998833,0.09552439994877204,100.94664799998282,[0.182],[-0.036],[1],[0],[0],[1.8811603999929503],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
46,0,46,0,101.01096309995046,,100.9540374999633,5,101.01096309995046,101.01096309995046,0.0317638999549672,103.94720509997569,[-0.234],[0.476],[1],[0],[0],[2.96255180001026],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
47,0,47,0,104.01079989998834,,103.95441489998484,5,104.01079989998834,104.01079989998834,0.036265900009311736,105.34540069999639,[-0.19],[0.452],[1],[0],[0],[1.3561955000041053],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
48,0,48,0,105.37692069995683,,105.34776360000251,5,105.37692069995683,105.37692069995683,0.011175899999216199,108.49791299999924,[0.484],[-0.408],[1],[0],[0],[3.1387582000461407],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
49,0,49,0,108.56151249998948,,108.50538089999463,5,108.56151249998948,108.56151249998948,0.0354759999900125,110.76446199999191,[0.306],[-0.332],[1],[0],[0],[2.224518099974375],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
50,0,50,0,110.82722209999338,,110.7725277999998,10,110.82722209999338,110.82722209999338,0.03740109998034313,113.03019059996586,[-0.5],[-0.176],[1],[0],[0],[2.2217900999821723],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
51,0,51,0,113.09426839998923,,113.03998139995383,5,113.09426839998923,113.09426839998923,0.0343836999963969,115.08123689994682,[-0.096],[0.156],[1],[0],[0],[2.007547099958174],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
52,0,52,0,115.14412829995854,,115.08779069996672,10,115.14412829995854,115.14412829995854,0.0370268999831751,116.64789989998098,[-0.254],[-0.268],[1],[0],[0],[1.5234478999627754],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
53,0,53,0,116.7446440999629,,116.65441169997212,10,116.7446440999629,116.7446440999629,0.05946219997713342,118.51334269996732,[0.106],[-0.114],[1],[0],[0],[1.7999981000320986],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
54,0,54,0,118.61069919995498,,118.52036480000243,10,118.61069919995498,118.61069919995498,0.06021689996123314,120.1632883999846,[0.448],[0.076],[1],[0],[0],[1.5834746999898925],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
55,0,55,0,120.26127779996023,,120.16988169995602,10,120.26127779996023,120.26127779996023,0.06011949997628108,121.89788009994663,[0.044],[0.228],[1],[0],[0],[1.668483900022693],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
56,0,56,0,121.96125509997364,,121.90464569994947,5,121.96125509997364,121.96125509997364,0.03140989999519661,123.68104699999094,[-0.362],[0.308],[1],[0],[0],[1.745497299998533],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
57,0,57,0,123.74446329998318,,123.68760619999375,5,123.74446329998318,123.74446329998318,0.030495400016661733,125.68140189995756,[0.282],[-0.21],[1],[0],[0],[1.9638782000401989],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
58,0,58,0,125.77775219996693,,125.68791739997687,10,125.77775219996693,125.77775219996693,0.0581924999714829,127.27997599996161,[0.284],[-0.308],[1],[0],[0],[1.534284400055185],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
59,0,59,0,127.34453199995914,,127.28635859995848,5,127.34453199995914,127.34453199995914,0.03158170002279803,128.6315534999594,[0.21],[-0.306],[1],[0],[0],[1.314306000014767],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
60,0,60,0,128.69462289998773,,128.63881370000308,5,128.69462289998773,128.69462289998773,0.03413650003494695,130.06150719994912,[0.422],[0.092],[1],[0],[0],[1.3897717999643646],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
61,0,61,0,130.11075069999788,,130.06383279996226,10,130.11075069999788,130.11075069999788,0.021256099978927523,132.6293783999863,[-0.404],[0.49],[1],[0],[0],[2.5444689000141807],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
62,0,62,0,132.66078419995029,,132.6321387999924,5,132.66078419995029,132.66078419995029,0.01245290000224486,134.61390489997575,[-0.484],[0.15],[1],[0],[0],[1.969082299969159],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
63,0,63,0,134.6779974999954,,134.62144799996167,5,134.6779974999954,134.6779974999954,0.03408170002512634,137.1136066999752,[0.248],[-0.064],[1],[0],[0],[2.4590206000139005],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
64,0,64,0,137.21082719997503,,137.1207159999758,10,137.21082719997503,137.21082719997503,0.06209890003083274,139.32999859994743,[-0.446],[0.1],[1],[0],[0],[2.1483241000096314],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
65,0,65,0,139.3947500999784,,139.3369213999831,5,139.3947500999784,139.3947500999784,0.03189270000439137,141.96438799996395,[-0.314],[0.49],[1],[0],[0],[2.5964712999993935],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
66,0,66,0,142.0106409,,141.97177779994672,5,142.0106409,142.0106409,0.02628530003130436,143.98051819996908,[0.068],[-0.19],[1],[0],[0],[1.9833067000145093],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
67,0,67,0,144.06107019999763,,143.98786019999534,10,144.06107019999763,144.06107019999763,0.05115710000973195,146.0312168999808,[-0.396],[-0.466],[1],[0],[0],[1.9926486000185832],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
68,0,68,0,146.0945103999693,,146.0379610999953,5,146.0945103999693,146.0945103999693,0.03280440001981333,148.23054059996502,[0.334],[0.034],[1],[0],[0],[2.160501700011082],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
69,0,69,0,148.29392969998298,,148.2376680999878,10,148.29392969998298,148.29392969998298,0.04001979995518923,149.82991999998922,[-0.228],[0.036],[1],[0],[0],[1.5532199000008404],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
70,0,70,0,149.8947208999889,,149.83647239999846,5,149.8947208999889,149.8947208999889,0.031245300022419542,151.3968915999867,[0.03],[0.28],[1],[0],[0],[1.529803199984599],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
71,0,71,0,151.47756339999614,,151.40447529999074,10,151.47756339999614,151.47756339999614,0.04668089997721836,153.5630365999532,[-0.188],[0.1],[1],[0],[0],[2.112705100036692],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
72,0,72,0,153.6612317999825,,153.56942879996495,10,153.6612317999825,153.6612317999825,0.060954499989748,155.09682249999605,[-0.032],[0.128],[1],[0],[0],[1.466997799987439],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
73,0,73,0,155.16120259999298,,155.10352299996885,5,155.16120259999298,155.16120259999298,0.03179550002096221,157.26437529997202,[0.004],[-0.442],[1],[0],[0],[2.12992320000194],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
74,0,74,0,157.34395939996466,,157.27089509996586,10,157.34395939996466,157.34395939996466,0.055152699991595,158.74793349998072,[-0.26],[-0.106],[1],[0],[0],[1.4223342000041157],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
75,0,75,0,158.81137469998794,,158.75476769998204,5,158.81137469998794,158.81137469998794,0.032516000035684556,161.64755889994558,"[0.278, 0.292]","[0.116, 0.116]","[1, 1]","[0, 0]","[0, 0]","[1.8264369000098668, 2.8609037999995053]",['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
76,0,76,0,161.72735179995652,,161.65386049996596,10,161.72735179995652,161.72735179995652,0.053319400001782924,163.7137994999648,[-0.434],[0.446],[1],[0],[0],[2.006741899996996],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
77,0,77,0,163.79421849997016,,163.72086659999331,10,163.79421849997016,163.79421849997016,0.05463979998603463,165.84713559999363,[0.388],[-0.496],[1],[0],[0],[2.0722146999905817],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
78,0,78,0,165.92728919995716,,165.85358489997452,10,165.92728919995716,165.92728919995716,0.053129800013266504,167.94757099996787,[0.118],[0.45],[1],[0],[0],[2.0414059000322595],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
79,0,79,0,168.02730769995833,,167.9540483999881,10,168.02730769995833,168.02730769995833,0.05360879999352619,169.3975655999966,[0.036],[0.072],[1],[0],[0],[1.3904853000422008],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
80,0,80,0,169.47791219997453,,169.40419279999333,10,169.47791219997453,169.47791219997453,0.05313739995472133,171.16487339994637,[0.276],[0.074],[1],[0],[0],[1.7080662000225857],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
81,0,81,0,171.26167099998565,,171.17155789997196,10,171.26167099998565,171.26167099998565,0.059150999994017184,172.76342179998755,[0.36],[0.404],[1],[0],[0],[1.533344900002703],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
82,0,82,0,172.82764959998894,,172.77113049995387,10,172.82764959998894,172.82764959998894,0.04179420002037659,174.5968106999644,[0.302],[-0.08],[1],[0],[0],[1.7844285999890417],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
83,0,83,0,174.66133399994578,,174.6037665999611,5,174.66133399994578,174.66133399994578,0.03249439998762682,175.9154373999918,[-0.302],[0.172],[1],[0],[0],[1.2803869000053965],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
84,0,84,0,175.97769979998702,,175.92192269995576,5,175.97769979998702,175.97769979998702,0.03337429999373853,177.79627589997835,[0.486],[0.438],[1],[0],[0],[1.8417975999764167],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
85,0,85,0,177.86141369998222,,177.80328939994797,5,177.86141369998222,177.86141369998222,0.0326898000203073,180.0635387999937,[0.13],[-0.238],[1],[0],[0],[2.228380999993533],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
86,0,86,0,180.12747609999496,,180.07132239994826,10,180.12747609999496,180.12747609999496,0.037117999978363514,181.9979355999967,[-0.3],[-0.25],[1],[0],[0],[1.8901999999652617],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
87,0,87,0,182.06118089996744,,182.00470839999616,10,182.06118089996744,182.06118089996744,0.046717300021555275,183.74681879999116,[-0.078],[0.264],[1],[0],[0],[1.695970100001432],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
88,0,88,0,183.84486519999336,,183.75409369997215,10,183.84486519999336,183.84486519999336,0.06033099995693192,185.51324819994625,[-0.498],[0.032],[1],[0],[0],[1.6995987999835052],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
89,0,89,0,185.5776971000014,,185.51985029998468,5,185.5776971000014,185.5776971000014,0.03171360003761947,187.16713909996906,[-0.5],[0.21],[1],[0],[0],[1.6162001000484452],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
90,0,90,0,187.26124359999085,,187.17366809997475,10,187.26124359999085,187.26124359999085,0.05879919999279082,188.4974011000013,[-0.09],[0.02],[1],[0],[0],[1.2654909999691881],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
91,0,91,0,188.56146060000174,,188.50455869996222,5,188.56146060000174,188.56146060000174,0.03231510001933202,190.56469410000136,[-0.474],[0.242],[1],[0],[0],[2.02833980001742],['target'],989773,001,2024-10-09_13h37.42.546,untitled,2024.1.5,None,2024-10-09 13h37.45.332848 +0530,
