trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
36,0,36,0,75.18234569998458,,75.09331639995798,10,75.18234569998458,75.18234569998458,0.0641009000246413,78.36923749995185,[0.354],[0.152],[1],[0],[0],[3.2124009000253864],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
37,0,37,0,78.46689059998607,,78.37581949995365,10,78.46689059998607,78.46689059998607,0.06274020002456382,81.2026615999639,[-0.132],[-0.392],[1],[0],[0],[2.7648131999885663],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
38,0,38,0,81.28227939998033,,81.20923269999912,10,81.28227939998033,81.28227939998033,0.05623560003004968,83.53630019997945,[-0.436],[-0.196],[1],[0],[0],[2.271287299983669],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
39,0,39,0,83.65116749994922,,83.54323169996496,10,83.65116749994922,83.65116749994922,0.06397269997978583,85.32048049999867,[-0.506],[0.164],[1],[0],[0],[1.7139192000031471],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
40,0,40,0,85.38324979995377,,85.32731169997714,5,85.38324979995377,85.38324979995377,0.03299380000680685,86.92099329998018,[-0.476],[-0.168],[1],[0],[0],[1.5613448999938555],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
41,0,41,0,86.96575849998044,,86.9265009999508,5,86.96575849998044,86.96575849998044,0.026924400008283556,89.436681399995,[-0.002],[-0.468],[1],[0],[0],[2.48379940004088],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
42,0,42,0,89.51566959999036,,89.44364669994684,10,89.51566959999036,89.51566959999036,0.04892000003019348,91.21794229996158,[0.14],[-0.17],[1],[0],[0],[1.726117999991402],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
43,0,43,0,91.29915599996457,,91.2244204999879,10,91.29915599996457,91.29915599996457,0.05966860003536567,93.38531269994564,[0.052],[0.32],[1],[0],[0],[2.1017621000064537],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
44,0,44,0,93.44995859998744,,93.39232099999208,5,93.44995859998744,93.44995859998744,0.03311229997780174,95.37138469994534,[0.322],[-0.184],[1],[0],[0],[1.946598600014113],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
45,0,45,0,95.53257599996869,,95.37774239998544,10,95.53257599996869,95.53257599996869,0.13488089997554198,97.58481469994877,[0.408],[-0.206],[1],[0],[0],[2.0726665999973193],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
46,0,46,0,97.68223549996037,,97.59165659995051,10,97.68223549996037,97.68223549996037,0.06383409997215495,99.0706552999909,[0.316],[-0.136],[1],[0],[0],[1.415759600000456],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
47,0,47,0,99.13424379995558,,99.07741059997352,10,99.13424379995558,99.13424379995558,0.04472689999965951,100.63552409998374,[0.354],[0.052],[1],[0],[0],[1.5139576999936253],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
48,0,48,0,100.7158638999681,,100.64285639999434,10,100.7158638999681,100.7158638999681,0.060199899948202074,102.43558429996483,[0.308],[-0.116],[1],[0],[0],[1.7332149000139907],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
49,0,49,0,102.49973069998669,,102.44262989994604,5,102.49973069998669,102.49973069998669,0.03364139999030158,105.77051329996902,[-0.476],[0.142],[1],[0],[0],[3.294776200025808],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
50,0,50,0,105.81598909996683,,105.77690979995532,5,105.81598909996683,105.81598909996683,0.02726750000147149,107.58652829995845,[-0.138],[0.22],[1],[0],[0],[1.7829446999821812],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
51,0,51,0,107.64899369998602,,107.59281229996122,10,107.64899369998602,107.64899369998602,0.047252899967134,109.90259639994474,[0.08],[0.166],[1],[0],[0],[2.2630327999941073],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
52,0,52,0,109.96662989998003,,109.9097083999659,5,109.96662989998003,109.96662989998003,0.034288300026673824,111.80278929998167,[0.16],[-0.466],[1],[0],[0],[1.8595585000002757],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
53,0,53,0,111.86598099995172,,111.80925069999648,10,111.86598099995172,111.86598099995172,0.03680860000895336,113.73546019999776,[-0.012],[0.088],[1],[0],[0],[1.8900901999440975],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
54,0,54,0,113.81610099994577,,113.74227229994722,10,113.81610099994577,113.81610099994577,0.04845309996744618,115.45219699997688,[-0.056],[0.134],[1],[0],[0],[1.6621933999704197],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
55,0,55,0,115.51624709996395,,115.45941089995904,5,115.51624709996395,115.51624709996395,0.03315209998982027,117.10323969996534,[0.122],[0.036],[1],[0],[0],[1.611707700008992],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
56,0,56,0,117.18255279998994,,117.10953309998149,10,117.18255279998994,117.18255279998994,0.06015719997230917,119.30230569996638,[-0.372],[-0.062],[1],[0],[0],[2.133203200006392],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
57,0,57,0,119.3999732999946,,119.30861639999785,10,119.3999732999946,119.3999732999946,0.06318190001184121,121.75215199997183,[-0.108],[-0.384],[1],[0],[0],[2.380887300008908],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
58,0,58,0,121.84972539998125,,121.75952459999826,10,121.84972539998125,121.84972539998125,0.06786479998845607,123.67014889995335,[0.47],[0.47],[1],[0],[0],[1.8440708999987692],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
59,0,59,0,123.6993048999575,,123.67249379999703,5,123.6993048999575,123.6993048999575,0.011939099989831448,125.57038069999544,[-0.456],[0.25],[1],[0],[0],[1.8855463999789208],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
60,0,60,0,125.64997479994781,,125.57633219996933,10,125.64997479994781,125.64997479994781,0.05661359999794513,127.96800979995169,[0.43],[-0.42],[1],[0],[0],[2.3356982999830507],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
61,0,61,0,128.0325777999824,,127.97474809997948,10,128.0325777999824,128.0325777999824,0.039452800003346056,130.5032583999564,[0.26],[0.454],[1],[0],[0],[2.4896953999996185],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
62,0,62,0,130.5827232999727,,130.5116866999888,10,130.5827232999727,130.5827232999727,0.048776499985251576,132.61818549997406,[-0.202],[-0.376],[1],[0],[0],[2.0584788999985904],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
63,0,63,0,132.68349029996898,,132.62462719995528,5,132.68349029996898,132.68349029996898,0.03259570000227541,134.28651730000274,[-0.308],[0.024],[1],[0],[0],[1.6300718000275083],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
64,0,64,0,134.38287370000035,,134.29296519997297,10,134.38287370000035,134.38287370000035,0.06457649997901171,136.18629709997913,[0.386],[-0.12],[1],[0],[0],[1.8292330999975093],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
65,0,65,0,136.23256889998447,,136.193510699959,5,136.23256889998447,136.23256889998447,0.030756199965253472,138.78535169997485,[-0.238],[0.122],[1],[0],[0],[2.5620092999888584],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
66,0,66,0,138.88301439996576,,138.79299419996096,10,138.88301439996576,138.88301439996576,0.0656777000403963,141.38520769996103,[0.454],[0.014],[1],[0],[0],[2.5273929000250064],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
67,0,67,0,141.48292419995414,,141.391688899952,10,141.48292419995414,141.48292419995414,0.062257599958684295,143.9354823999456,[0.186],[0.46],[1],[0],[0],[2.482421000022441],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
68,0,68,0,143.98452849994646,,143.93798469996545,10,143.98452849994646,143.98452849994646,0.023347500013187528,146.56882629997563,[-0.308],[0.188],[1],[0],[0],[2.6072717999923043],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
69,0,69,0,146.63429769995855,,146.57640539994463,10,146.63429769995855,146.63429769995855,0.038104499981272966,149.11931099998765,[0.488],[0.082],[1],[0],[0],[2.505573700007517],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
70,0,70,0,149.18305099999998,,149.12596469995333,5,149.18305099999998,149.18305099999998,0.03458839998347685,151.28925569995772,[0.444],[-0.164],[1],[0],[0],[2.129300000029616],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
71,0,71,0,151.35019269998884,,151.29984559997683,5,151.35019269998884,151.35019269998884,0.030977700022049248,153.17117219994543,[0.092],[0.06],[1],[0],[0],[1.840919499984011],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
72,0,72,0,153.25047619995894,,153.1774934999994,10,153.25047619995894,153.25047619995894,0.05774890002794564,154.71953949995805,[-0.124],[-0.108],[1],[0],[0],[1.4848471999866888],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
73,0,73,0,154.79950559994904,,154.7278454999905,10,154.79950559994904,154.79950559994904,0.04452220001257956,156.5709089000011,[0.42],[0.078],[1],[0],[0],[1.7992044999846257],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
74,0,74,0,156.6327260999824,,156.57753879996017,5,156.6327260999824,156.6327260999824,0.031430100032594055,157.9697061999468,[-0.052],[0.154],[1],[0],[0],[1.36170409998158],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
75,0,75,0,158.03315229999134,,157.9761215999606,5,158.03315229999134,158.03315229999134,0.03152710001450032,159.4200242999941,[-0.112],[0.262],[1],[0],[0],[1.412785199994687],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
76,0,76,0,159.48333239997737,,159.425919399946,5,159.48333239997737,159.48333239997737,0.03086210001492873,161.05179319996387,[0.446],[-0.436],[1],[0],[0],[1.5957959000370465],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
77,0,77,0,161.08268749999115,,161.05408429994714,5,161.08268749999115,161.08268749999115,0.01099929999327287,164.30344659998082,[0.256],[-0.414],[1],[0],[0],[3.238009900029283],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
78,0,78,0,164.3657786999829,,164.31055639998522,10,164.3657786999829,164.3657786999829,0.03523360000690445,166.00237549998565,[-0.392],[-0.292],[1],[0],[0],[1.6570266000344418],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
79,0,79,0,166.06596399995033,,166.00942109996686,10,166.06596399995033,166.06596399995033,0.04404250002698973,168.36926759994822,[-0.114],[0.42],[1],[0],[0],[2.3163270999793895],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
80,0,80,0,168.43333439994603,,168.37620499997865,5,168.43333439994603,168.43333439994603,0.033157499972730875,170.92028449999634,[0.038],[-0.378],[1],[0],[0],[2.5116939999861643],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
81,0,81,0,170.98307399998885,,170.92662899999414,5,170.98307399998885,170.98307399998885,0.03137139999307692,172.60356229997706,[-0.366],[0.152],[1],[0],[0],[1.64615089999279],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
82,0,82,0,172.6658494999865,,172.6103081999463,10,172.6658494999865,172.6658494999865,0.04289059998700395,174.67015139997238,[-0.032],[-0.48],[1],[0],[0],[2.017384700011462],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
83,0,83,0,174.76668399997288,,174.67722019995563,10,174.76668399997288,174.76668399997288,0.06149890000233427,176.53640549996635,[0.284],[0.388],[1],[0],[0],[1.7983204000047408],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
84,0,84,0,176.60011809994467,,176.54335389996413,5,176.60011809994467,176.60011809994467,0.03376729995943606,178.20436079998035,[0.446],[0.044],[1],[0],[0],[1.6280676999595016],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
85,0,85,0,178.2658376999898,,178.21094329998596,5,178.2658376999898,178.2658376999898,0.0369897999917157,179.8361930999672,[-0.074],[-0.182],[1],[0],[0],[1.5889401999884285],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
86,0,86,0,179.88245069998084,,179.84262879996095,5,179.88245069998084,179.88245069998084,0.03011380002135411,181.4194791999762,[0.226],[0.052],[1],[0],[0],[1.5467120000394061],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
87,0,87,0,181.49922060000245,,181.42653249995783,10,181.49922060000245,181.49922060000245,0.04538839997258037,183.21850749995792,[0.444],[0.236],[1],[0],[0],[1.7472151999827474],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
88,0,88,0,183.2830946999602,,183.22490699996706,5,183.2830946999602,183.2830946999602,0.03350399999180809,185.15362249995815,[0.114],[-0.316],[1],[0],[0],[1.895799399993848],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
89,0,89,0,185.21684259996982,,185.1599502999452,5,185.21684259996982,185.21684259996982,0.03289129998302087,186.73690879996866,[0.094],[0.052],[1],[0],[0],[1.544553400017321],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
90,0,90,0,186.8003980999929,,186.74359629995888,5,186.8003980999929,186.8003980999929,0.031701100000645965,188.5033336999477,[0.272],[0.228],[1],[0],[0],[1.7286523000220768],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
91,0,91,0,188.56658279994735,,188.50996929995017,5,188.56658279994735,188.56658279994735,0.03296119999140501,190.78639649995603,[0.492],[-0.1],[1],[0],[0],[2.2443734999978915],['target'],568187,001,2024-10-09_13h19.46.946,untitled,2024.1.5,None,2024-10-09 13h19.49.662859 +0530,
