trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,18.846916000009514,,18.78632060001837,5,18.846916000009514,18.846916000009514,0.0371088000247255,20.650801000010688,[-0.012],[-0.34],[1],[0],[0],[1.8274877999792807],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
11,0,11,0,20.680730700027198,,20.655033400049433,5,20.680730700027198,20.680730700027198,0.015753299987409264,22.83417200000258,[-0.478],[0.284],[1],[0],[0],[2.163481099996716],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
12,0,12,0,22.86420360003831,,22.83839300001273,5,22.86420360003831,22.86420360003831,0.014148599992040545,25.03419880004367,[-0.382],[-0.46],[1],[0],[0],[2.181910599989351],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
13,0,13,0,25.06423200003337,,25.038601500040386,5,25.06423200003337,25.06423200003337,0.01491239998722449,27.26650540000992,[0.244],[-0.356],[1],[0],[0],[2.2131647000205703],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
14,0,14,0,27.29703790001804,,27.269109400047455,5,27.29703790001804,27.29703790001804,0.012804600002709776,28.867016100033652,[0.424],[0.046],[1],[0],[0],[1.584995399985928],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
15,0,15,0,28.89707190002082,,28.86962150002364,5,28.89707190002082,28.89707190002082,0.012680900050327182,30.784045800042804,[-0.468],[-0.426],[1],[0],[0],[1.901439399982337],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
16,0,16,0,30.8303097000462,,30.78825120005058,10,30.8303097000462,30.8303097000462,0.030003699997905642,32.500810600002296,[-0.124],[0.432],[1],[0],[0],[1.6826991999987513],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
17,0,17,0,32.54741500003729,,32.50472820003051,10,32.54741500003729,32.54741500003729,0.024776500009465963,34.20058490004158,[-0.194],[-0.252],[1],[0],[0],[1.6710408999933861],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
18,0,18,0,34.24756760004675,,34.20449460000964,10,34.24756760004675,34.24756760004675,0.02532070002052933,36.06792750000022,[0.346],[0.5],[1],[0],[0],[1.8381135999807157],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
19,0,19,0,36.09747520001838,,36.071870500047226,5,36.09747520001838,36.09747520001838,0.014786699961405247,38.41680800000904,[-0.298],[0.108],[1],[0],[0],[2.3302531000226736],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
20,0,20,0,38.46410860004835,,38.42111210001167,10,38.46410860004835,38.46410860004835,0.02586150000570342,40.81725030002417,[-0.46],[0.484],[1],[0],[0],[2.3705429999972694],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
21,0,21,0,40.86428960005287,,40.82138220005436,10,40.86428960005287,40.86428960005287,0.02734430000418797,43.14969970000675,[-0.14],[0.054],[1],[0],[0],[2.301140800002031],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
22,0,22,0,43.181292599998415,,43.1530299000442,5,43.181292599998415,43.181292599998415,0.01541330001782626,45.41783050005324,[0.37],[-0.066],[1],[0],[0],[2.24934789998224],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
23,0,23,0,45.48067040002206,,45.422340300050564,5,45.48067040002206,45.48067040002206,0.04205669998191297,47.434945700049866,[-0.34],[0.186],[1],[0],[0],[1.9705949999624863],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
24,0,24,0,47.464211000013165,,47.439358600007836,5,47.464211000013165,47.464211000013165,0.014646099996753037,49.1500649000518,[-0.15],[0.458],[1],[0],[0],[1.6962746999925002],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
25,0,25,0,49.18079610000132,,49.15406640002038,5,49.18079610000132,49.18079610000132,0.01410349999787286,51.118563000054564,[-0.17],[-0.216],[1],[0],[0],[1.9504628999857232],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
26,0,26,0,51.1639823000296,,51.12289310002234,10,51.1639823000296,51.1639823000296,0.026048499974422157,53.450051000050735,[0.232],[0.144],[1],[0],[0],[2.3013185000163503],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
27,0,27,0,53.48085180000635,,53.45430290000513,5,53.48085180000635,53.48085180000635,0.015163599979132414,55.58326800004579,[-0.46],[-0.468],[1],[0],[0],[2.1141053999890573],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
28,0,28,0,55.66437950002728,,55.587575100013055,10,55.66437950002728,55.66437950002728,0.05111120000947267,57.31569480005419,[-0.098],[0.202],[1],[0],[0],[1.6771264999988489],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
29,0,29,0,57.34732100000838,,57.31990600004792,5,57.34732100000838,57.34732100000838,0.01679710001917556,59.8506637000246,[-0.032],[0.472],[1],[0],[0],[2.5140642000478692],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
30,0,30,0,59.89761060004821,,59.854879300051834,10,59.89761060004821,59.89761060004821,0.02585380000527948,62.034372800029814,[0.332],[-0.38],[1],[0],[0],[2.153865600004792],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
31,0,31,0,62.08088540000608,,62.037366200005636,10,62.08088540000608,62.08088540000608,0.02324940002290532,64.28387020004448,[0.226],[0.222],[1],[0],[0],[2.2230091000092216],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
32,0,32,0,64.33092190005118,,64.28830150002614,10,64.33092190005118,64.33092190005118,0.02612789999693632,66.4496956000221,[-0.462],[-0.244],[1],[0],[0],[2.1355601000250317],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
33,0,33,0,66.49766980001004,,66.45328840002185,10,66.49766980001004,66.49766980001004,0.027049100026488304,68.09980270004598,[0.23],[0.18],[1],[0],[0],[1.6197124000173062],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
34,0,34,0,68.16417070000898,,68.1036564000533,5,68.16417070000898,68.16417070000898,0.040506399993319064,70.70144530001562,[-0.212],[0.388],[1],[0],[0],[2.5574783999472857],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
35,0,35,0,70.73077900003409,,70.70516850001877,5,70.73077900003409,70.73077900003409,0.01335810002638027,72.63480180001352,[0.058],[-0.284],[1],[0],[0],[1.9161285000154749],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
36,0,36,0,72.66431740002008,,72.63865670002997,5,72.66431740002008,72.66431740002008,0.013636099989525974,74.36895940004615,[0.32],[-0.18],[1],[0],[0],[1.716772400017362],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
37,0,37,0,74.43102870002622,,74.37340920005227,10,74.43102870002622,74.43102870002622,0.025725999963469803,76.48301440000068,[-0.046],[0.144],[1],[0],[0],[2.0841095000505447],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
38,0,38,0,76.53057080000872,,76.48535690002609,10,76.53057080000872,76.53057080000872,0.023225899960380048,78.74997540004551,[0.254],[-0.124],[1],[0],[0],[2.2410865000565536],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
39,0,39,0,78.7971019000397,,78.75265270000091,10,78.7971019000397,78.7971019000397,0.02397809998365119,81.56676940002944,[0.444],[0.058],[1],[0],[0],[2.790073600015603],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
40,0,40,0,81.59768669999903,,81.56971480004722,5,81.59768669999903,81.59768669999903,0.012862100033089519,83.71696080005495,[0.316],[-0.286],[1],[0],[0],[2.134026799991261],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
41,0,41,0,83.78109320002841,,83.72124660003465,10,83.78109320002841,83.78109320002841,0.032967999984975904,85.73491050000302,[-0.348],[0.286],[1],[0],[0],[1.9809822999523021],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
42,0,42,0,85.84707040002104,,85.73911370005226,10,85.84707040002104,85.84707040002104,0.07943139999406412,87.73379950004164,[-0.028],[-0.024],[1],[0],[0],[1.915420399978757],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
43,0,43,0,87.78107260004617,,87.7368461000151,10,87.78107260004617,87.78107260004617,0.023943500011228025,89.76691950001987,[0.416],[-0.436],[1],[0],[0],[2.0058952000108548],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
44,0,44,0,89.8136252000113,,89.7699364,10,89.8136252000113,89.8136252000113,0.02349360001971945,92.90187930001412,[-0.324],[0.428],[1],[0],[0],[3.1080877000349574],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
45,0,45,0,92.94745570002124,,92.90599280002061,5,92.94745570002124,92.94745570002124,0.014702400017995387,94.94995989999734,[0.12],[0.432],[1],[0],[0],[2.0294865999603644],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
46,0,46,0,95.01438440004131,,94.9542453000322,10,95.01438440004131,95.01438440004131,0.04348849999951199,96.76598640001612,[0.314],[0.22],[1],[0],[0],[1.7685599999967963],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
47,0,47,0,96.81420160003472,,96.76864230004139,10,96.81420160003472,96.81420160003472,0.028399800008628517,98.54977270000381,[0.022],[0.38],[1],[0],[0],[1.7526336000300944],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
48,0,48,0,98.59772340004565,,98.55310110002756,10,98.59772340004565,98.59772340004565,0.026113600004464388,100.26612140005454,[0.092],[0.162],[1],[0],[0],[1.6868667000089772],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
49,0,49,0,100.31473590002861,,100.27053249999881,5,100.31473590002861,100.31473590002861,0.01814250001916662,102.83361460000742,[-0.422],[-0.448],[1],[0],[0],[2.545296700031031],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
50,0,50,0,102.86468660004903,,102.83767050004099,5,102.86468660004903,102.86468660004903,0.01389900001231581,104.90072560001863,[0.112],[-0.35],[1],[0],[0],[2.049288699985482],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
51,0,51,0,104.94728490000125,,104.9036855000304,10,104.94728490000125,104.94728490000125,0.023506300000008196,106.83375700004399,[-0.3],[0.176],[1],[0],[0],[1.9064750000252388],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
52,0,52,0,106.86441460001515,,106.83687530003954,5,106.86441460001515,106.86441460001515,0.012542899989057332,109.43360180000309,[0.252],[-0.204],[1],[0],[0],[2.5841022999957204],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
53,0,53,0,109.46464330004528,,109.43782370002009,5,109.46464330004528,109.46464330004528,0.016397900006268173,111.06714030000148,[0.07],[0.19],[1],[0],[0],[1.6130704999668524],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
54,0,54,0,111.09759590000613,,111.07114980003098,5,111.09759590000613,111.09759590000613,0.013726699980907142,112.80144530005055,[-0.244],[0.002],[1],[0],[0],[1.7165722000063397],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
55,0,55,0,112.8309683999978,,112.80596409999998,5,112.8309683999978,112.8309683999978,0.015006800007540733,114.73449280002387,[0.382],[0.056],[1],[0],[0],[1.9139203999657184],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
56,0,56,0,114.78077579999808,,114.7387845000485,10,114.78077579999808,114.78077579999808,0.02589990000706166,116.3510127000045,[0.43],[0.412],[1],[0],[0],[1.5865846000378951],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
57,0,57,0,116.38075830001617,,116.35357480001403,5,116.38075830001617,116.38075830001617,0.012498500000219792,118.31726080004591,[0.076],[-0.242],[1],[0],[0],[1.9508232999942265],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
58,0,58,0,118.34757940005511,,118.3215205000015,5,118.34757940005511,118.34757940005511,0.014622200047597289,119.9509054000373,[0.478],[0.044],[1],[0],[0],[1.614908799994737],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
59,0,59,0,119.98037030000705,,119.95469350001076,5,119.98037030000705,119.98037030000705,0.013263800006825477,121.86891240003752,[0.318],[-0.36],[1],[0],[0],[1.9008759999996983],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
60,0,60,0,121.89776930003427,,121.87268040003255,5,121.89776930003427,121.89776930003427,0.013851900002919137,124.28378510003677,[-0.202],[0.07],[1],[0],[0],[2.397012299974449],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
61,0,61,0,124.31457270000828,,124.2879580000299,5,124.31457270000828,124.31457270000828,0.015963399957399815,126.26840090000769,[-0.23],[0.318],[1],[0],[0],[1.9646338000311516],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
62,0,62,0,126.31436020002002,,126.2722973000491,10,126.31436020002002,126.31436020002002,0.027810600004158914,128.06668510002783,[-0.302],[0.206],[1],[0],[0],[1.7664545999723487],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
63,0,63,0,128.09763070003828,,128.07013960002223,5,128.09763070003828,128.09763070003828,0.012979899998754263,130.21763400000054,[-0.012],[-0.46],[1],[0],[0],[2.134539600054268],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
64,0,64,0,130.24804800003767,,130.22173020004993,5,130.24804800003767,130.24804800003767,0.014375200029462576,132.15034079999896,[0.46],[0.444],[1],[0],[0],[1.9142022999585606],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
65,0,65,0,132.19767950003734,,132.15449390001595,10,132.19767950003734,132.19767950003734,0.026278200035449117,134.55210170004284,[-0.264],[-0.238],[1],[0],[0],[2.3714479000191204],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
66,0,66,0,134.59722460003104,,134.55625710001914,10,134.59722460003104,134.59722460003104,0.02746030001435429,136.58399210002972,[0.276],[-0.004],[1],[0],[0],[2.0005633999826387],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
67,0,67,0,136.61400990001857,,136.58720280003035,5,136.61400990001857,136.61400990001857,0.013088300009258091,138.50113780004904,[0.204],[-0.23],[1],[0],[0],[1.9007099000154994],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
68,0,68,0,138.54749630001606,,138.5052778000245,10,138.54749630001606,138.54749630001606,0.02385389996925369,140.58348020003177,[-0.234],[0.13],[1],[0],[0],[2.054447499976959],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
69,0,69,0,140.63061770005152,,140.58759730000747,10,140.63061770005152,140.63061770005152,0.026168399956077337,142.31720109999878,[-0.096],[-0.088],[1],[0],[0],[1.7037214000010863],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
70,0,70,0,142.34785540000303,,142.31964330002666,5,142.34785540000303,142.34785540000303,0.012432500021532178,143.9528021000442,[-0.286],[-0.306],[1],[0],[0],[1.6202427999814972],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
71,0,71,0,143.99779990001116,,143.9568504000199,10,143.99779990001116,143.99779990001116,0.024884400016162544,146.44966010004282,[0.078],[-0.322],[1],[0],[0],[2.468191099993419],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
72,0,72,0,146.48112690000562,,146.4521297000465,5,146.48112690000562,146.48112690000562,0.012034600018523633,148.6006200000411,[0.47],[-0.132],[1],[0],[0],[2.1362115999800153],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
73,0,73,0,148.63149290002184,,148.6047966000042,5,148.63149290002184,148.63149290002184,0.016409399977419525,150.7186711000395,[-0.246],[-0.428],[1],[0],[0],[2.0975445000221953],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
74,0,74,0,150.76428140001372,,150.72302800003672,10,150.76428140001372,150.76428140001372,0.02406000002520159,152.56656840001233,[-0.346],[-0.244],[1],[0],[0],[1.8195600000326522],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
75,0,75,0,152.63075830001617,,152.57019940001192,10,152.63075830001617,152.63075830001617,0.031870000006165355,154.50030569999944,[-0.118],[-0.14],[1],[0],[0],[1.8982458999962546],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
76,0,76,0,154.53125090000685,,154.50304590002634,5,154.53125090000685,154.53125090000685,0.012004400021396577,156.9669444000465,[0.068],[0.15],[1],[0],[0],[2.4517772999824956],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
77,0,77,0,157.01454810000723,,156.9710232000216,5,157.01454810000723,157.01454810000723,0.022215900011360645,159.0672360000317,[0.346],[0.47],[1],[0],[0],[2.074116999981925],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
78,0,78,0,159.11439110001083,,159.0713301000069,10,159.11439110001083,159.11439110001083,0.023469300009310246,161.41706030000933,[0.178],[-0.236],[1],[0],[0],[2.322260399989318],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
79,0,79,0,161.44788150000386,,161.42139810003573,5,161.44788150000386,161.44788150000386,0.01481459999922663,163.61862800002564,[0.26],[0.464],[1],[0],[0],[2.182590899989009],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
80,0,80,0,163.6644293999998,,163.62291110004298,10,163.6644293999998,163.6644293999998,0.025136300013400614,166.15092420001747,[-0.308],[0.272],[1],[0],[0],[2.5029893000028096],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
81,0,81,0,166.18227160000242,,166.15444400004344,5,166.18227160000242,166.18227160000242,0.013992800028063357,168.61800940003013,[0.016],[0.454],[1],[0],[0],[2.4496932000038214],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
82,0,82,0,168.64783970004646,,168.62226690002717,5,168.64783970004646,168.64783970004646,0.015181599999777973,171.08555660001002,[0.264],[-0.062],[1],[0],[0],[2.4483691999921575],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
83,0,83,0,171.11567980004475,,171.0896174000227,5,171.11567980004475,171.11567980004475,0.013951400003861636,172.88399390003178,[0.332],[0.232],[1],[0],[0],[1.780473999970127],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
84,0,84,0,172.9310088000493,,172.88807230000384,10,172.9310088000493,172.9310088000493,0.02381079999031499,176.2516825000057,[0.028],[0.392],[1],[0],[0],[3.339911699993536],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
85,0,85,0,176.28118950000498,,176.25588040001458,5,176.28118950000498,176.28118950000498,0.014340699999593198,178.13570420001633,[0.312],[0.344],[1],[0],[0],[1.865806200017687],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
86,0,86,0,178.16454389999853,,178.1392936000484,5,178.16454389999853,178.16454389999853,0.012860900023952127,180.33388440002454,[-0.372],[-0.18],[1],[0],[0],[2.181560900004115],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
87,0,87,0,180.38087730004918,,180.33808690001024,10,180.38087730004918,180.38087730004918,0.0251132000121288,182.20049519999884,[0.206],[0.292],[1],[0],[0],[1.8374300000141375],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
88,0,88,0,182.23165150004206,,182.2029765000334,5,182.23165150004206,182.23165150004206,0.011942900018766522,184.38435560005018,[0.192],[0.356],[1],[0],[0],[2.1691834999946877],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
89,0,89,0,184.4145489000366,,184.3884434000356,5,184.4145489000366,184.4145489000366,0.014802500023506582,186.6670587999979,[-0.494],[0.278],[1],[0],[0],[2.2639338999870233],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
90,0,90,0,186.71463020000374,,186.67146770004183,10,186.71463020000374,186.71463020000374,0.02471139997942373,189.4835466000368,[0.282],[0.452],[1],[0],[0],[2.7876305999816395],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
91,0,91,0,189.53138490003766,,189.48770880000666,10,189.53138490003766,189.53138490003766,0.024935699999332428,192.18525560002308,[0.364],[-0.426],[1],[0],[0],[2.672739500005264],['target'],940595,001,2024-10-09_00h32.10.569,untitled,2024.1.5,None,2024-10-09 00h32.13.383241 +0530,
